"year","age_group","sex","road_user","Sum(hospitalisations)","Sum(cases)","Mean(bed_days)","Sum(died_cases)"
2021,"0-7","Male","Bus occupant",1,1,1,0
2021,"0-7","Male","Car driver",7,7,2,0
2021,"0-7","Male","Car passenger",130,130,7,0
2021,"0-7","Male","Car unknown position",9,9,17,0
2021,"0-7","Male","Motorcyclist",30,30,2,0
2021,"0-7","Male","Other or unknown",10,10,2,0
2021,"0-7","Male","Pedal cyclist",137,137,4,0
2021,"0-7","Male","Pedestrian",86,86,9,0
2021,"0-7","Male","Pick-up truck or van occupant",3,3,1,0
2021,"17-25","Female","Bus occupant",8,8,1,0
2021,"17-25","Female","Car driver",1547,1547,29,0
2021,"17-25","Female","Car passenger",622,622,21,0
2021,"17-25","Female","Car unknown position",83,83,12,0
2021,"17-25","Female","Heavy transport driver",1,1,1,0
2021,"17-25","Female","Heavy transport passenger",5,5,2,0
2021,"17-25","Female","Motorcyclist",169,169,6,0
2021,"17-25","Female","Other or unknown",35,35,3,0
2021,"17-25","Female","Pedal cyclist",134,134,5,0
2021,"17-25","Female","Pedestrian",102,102,26,0
2021,"17-25","Female","Pick-up truck or van occupant",22,22,3,0
2021,"17-25","Male","Bus occupant",2,2,18,0
2021,"17-25","Male","Car driver",1677,1677,55,0
2021,"17-25","Male","Car passenger",552,552,21,0
2021,"17-25","Male","Car unknown position",95,95,25,0
2021,"17-25","Male","Heavy transport driver",27,27,7,0
2021,"17-25","Male","Heavy transport passenger",10,10,2,0
2021,"17-25","Male","Heavy transport unknown position",2,2,5,0
2021,"17-25","Male","Motorcyclist",1782,1782,48,0
2021,"17-25","Male","Other or unknown",69,69,14,0
2021,"17-25","Male","Pedal cyclist",570,570,13,0
2021,"17-25","Male","Pedestrian",221,221,23,0
2021,"17-25","Male","Pick-up truck or van occupant",82,82,6,0
2021,"17-25","intersex or indeterminate or missing","Pedal cyclist",1,1,1,0
2021,"26-39","Female","Bus occupant",12,12,2,0
2021,"26-39","Female","Car driver",1750,1750,34,0
2021,"26-39","Female","Car passenger",468,468,18,0
2021,"26-39","Female","Car unknown position",83,83,10,0
2021,"26-39","Female","Heavy transport driver",3,3,4,0
2021,"26-39","Female","Heavy transport passenger",2,2,2,0
2021,"26-39","Female","Heavy transport unknown position",1,1,1,0
2021,"26-39","Female","Motorcyclist",271,271,11,0
2021,"26-39","Female","Other or unknown",39,39,9,0
2021,"26-39","Female","Pedal cyclist",341,341,9,0
2021,"26-39","Female","Pedestrian",166,166,26,0
2021,"26-39","Female","Pick-up truck or van occupant",17,17,2,0
2021,"26-39","Male","Bus occupant",8,8,2,0
2021,"26-39","Male","Car driver",1737,1737,50,0
2021,"26-39","Male","Car passenger",321,321,13,0
2021,"26-39","Male","Car unknown position",107,107,10,0
2021,"26-39","Male","Heavy transport driver",105,105,13,0
2021,"26-39","Male","Heavy transport passenger",11,11,6,0
2021,"26-39","Male","Heavy transport unknown position",10,10,3,0
2021,"26-39","Male","Motorcyclist",2149,2149,55,0
2021,"26-39","Male","Other or unknown",95,95,15,0
2021,"26-39","Male","Pedal cyclist",1138,1138,24,0
2021,"26-39","Male","Pedestrian",254,254,51,0
2021,"26-39","Male","Pick-up truck or van occupant",68,68,6,0
2021,"40-64","Female","Bus occupant",35,35,3,0
2021,"40-64","Female","Car driver",2015,2015,43,0
2021,"40-64","Female","Car passenger",610,610,22,0
2021,"40-64","Female","Car unknown position",102,102,11,0
2021,"40-64","Female","Heavy transport driver",7,7,5,0
2021,"40-64","Female","Heavy transport passenger",6,6,9,0
2021,"40-64","Female","Heavy transport unknown position",0,0,5,0
2021,"40-64","Female","Motorcyclist",416,416,23,0
2021,"40-64","Female","Other or unknown",50,50,11,0
2021,"40-64","Female","Pedal cyclist",776,776,18,0
2021,"40-64","Female","Pedestrian",256,256,58,0
2021,"40-64","Female","Pick-up truck or van occupant",18,18,5,0
2021,"40-64","Male","Bus occupant",23,23,2,0
2021,"40-64","Male","Car driver",1993,1993,66,0
2021,"40-64","Male","Car passenger",301,301,15,0
2021,"40-64","Male","Car unknown position",110,110,17,0
2021,"40-64","Male","Heavy transport driver",199,199,13,0
2021,"40-64","Male","Heavy transport passenger",9,9,6,0
2021,"40-64","Male","Heavy transport unknown position",18,18,4,0
2021,"40-64","Male","Motorcyclist",2818,2818,96,0
2021,"40-64","Male","Other or unknown",142,142,20,0
2021,"40-64","Male","Pedal cyclist",2583,2583,54,0
2021,"40-64","Male","Pedestrian",351,351,42,0
2021,"40-64","Male","Pick-up truck or van occupant",66,66,9,0
2021,"65-74","Female","Bus occupant",19,19,11,0
2021,"65-74","Female","Car driver",581,581,26,0
2021,"65-74","Female","Car passenger",216,216,19,0
2021,"65-74","Female","Car unknown position",32,32,23,0
2021,"65-74","Female","Heavy transport passenger",2,2,4,0
2021,"65-74","Female","Heavy transport unknown position",1,1,2,0
2021,"65-74","Female","Motorcyclist",32,32,9,0
2021,"65-74","Female","Other or unknown",32,32,28,0
2021,"65-74","Female","Pedal cyclist",168,168,9,0
2021,"65-74","Female","Pedestrian",129,129,44,0
2021,"65-74","Female","Pick-up truck or van occupant",6,6,6,0
2021,"65-74","Male","Bus occupant",9,9,9,0
2021,"65-74","Male","Car driver",533,533,34,0
2021,"65-74","Male","Car passenger",69,69,8,0
2021,"65-74","Male","Car unknown position",25,25,12,0
2021,"65-74","Male","Heavy transport driver",30,30,9,0
2021,"65-74","Male","Heavy transport passenger",3,3,5,0
2021,"65-74","Male","Heavy transport unknown position",3,3,4,0
2021,"65-74","Male","Motorcyclist",370,370,27,0
2021,"65-74","Male","Other or unknown",30,30,13,0
2021,"65-74","Male","Pedal cyclist",580,580,30,0
2021,"65-74","Male","Pedestrian",110,110,59,0
2021,"65-74","Male","Pick-up truck or van occupant",28,28,13,0
2021,"75+","Female","Bus occupant",30,30,9,0
2021,"75+","Female","Car driver",626,626,50,0
2021,"75+","Female","Car passenger",272,272,33,0
2021,"75+","Female","Car unknown position",21,21,21,0
2021,"75+","Female","Heavy transport passenger",1,1,1,0
2021,"75+","Female","Motorcyclist",10,10,10,0
2021,"75+","Female","Other or unknown",17,17,23,0
2021,"75+","Female","Pedal cyclist",30,30,8,0
2021,"75+","Female","Pedestrian",129,129,46,0
2021,"75+","Female","Pick-up truck or van occupant",3,3,2,0
2021,"75+","Male","Bus occupant",14,14,9,0
2021,"75+","Male","Car driver",623,623,61,0
2021,"75+","Male","Car passenger",103,103,15,0
2021,"75+","Male","Car unknown position",23,23,28,0
2021,"75+","Male","Heavy transport driver",6,6,8,0
2021,"75+","Male","Heavy transport passenger",3,3,1,0
2021,"75+","Male","Heavy transport unknown position",0,0,20,0
2021,"75+","Male","Motorcyclist",102,102,16,0
2021,"75+","Male","Other or unknown",26,26,17,0
2021,"75+","Male","Pedal cyclist",254,254,15,0
2021,"75+","Male","Pedestrian",148,148,55,0
2021,"75+","Male","Pick-up truck or van occupant",7,7,7,0
2021,"8-16","Female","Bus occupant",5,5,2,0
2021,"8-16","Female","Car driver",19,19,3,0
2021,"8-16","Female","Car passenger",305,305,11,0
2021,"8-16","Female","Car unknown position",10,10,2,0
2021,"8-16","Female","Heavy transport passenger",1,1,1,0
2021,"8-16","Female","Motorcyclist",68,68,5,0
2021,"8-16","Female","Other or unknown",14,14,11,0
2021,"8-16","Female","Pedal cyclist",173,173,4,0
2021,"8-16","Female","Pedestrian",103,103,8,0
2021,"8-16","Female","Pick-up truck or van occupant",2,2,3,0
2021,"8-16","Male","Bus occupant",3,3,2,0
2021,"8-16","Male","Car driver",47,47,10,0
2021,"8-16","Male","Car passenger",286,286,14,0
2021,"8-16","Male","Car unknown position",8,8,5,0
2021,"8-16","Male","Heavy transport passenger",2,2,2,0
2021,"8-16","Male","Motorcyclist",506,506,12,0
2021,"8-16","Male","Other or unknown",30,30,7,0
2021,"8-16","Male","Pedal cyclist",1075,1075,17,0
2021,"8-16","Male","Pedestrian",178,178,18,0
2021,"8-16","Male","Pick-up truck or van occupant",8,8,2,0
